name,seq_type,num_of_seqs,batch_number
3PO8A,predicted,6127,09
3UPSA,predicted,1725,09
3UCSC,original,16650,09
3PVIA,predicted,341,09
3T5XB,original,2267,09
3SAOB,predicted,151,09
3R62A,predicted,4101,09
3R62A,original,8335,09
3UPSA,original,14162,09
3TDUC,original,6988,09
3TDUC,predicted,2,09
3TJYA,predicted,2,09
3TUOA,predicted,2,09
3U4VA,predicted,60,09
3QBQB,original,5888,09
3PVLB,original,202,09
3VDJA,original,8462,09
3VA9A,original,5064,09
3U1JA,original,32,09
3TUOA,original,1079,09
3U4VA,original,5,09
3RPJB,original,694,09
3U1JA,predicted,2,09
3TJYA,original,103,09
3T5XB,predicted,2,09
3TSOC,original,1987,09
3TSOC,predicted,2,09
3VDJA,predicted,2,09
3UCSC,predicted,8916,09
3RPJB,predicted,4,09
3RO3A,original,16485,09
3U4KA,original,855,09
3PVLB,predicted,2,09
3SAOB,original,1497,09
3QHPA,predicted,60,09
3PO8A,original,13018,09
3PVIA,original,762,09
3RO3A,predicted,1250,09
3VA9A,predicted,2,09
3VRDA,predicted,459,09
3U4KA,predicted,95,09
3QHPA,original,4876,09
3STYA,predicted,82,09
3U7IA,original,5973,09
3VV5A,original,8408,09
3QBQB,predicted,4053,09
3TQUA,predicted,1351,09
3U7IA,predicted,6,09
3VV5A,predicted,303,09
3Q4OA,original,3891,09
3UCEA,predicted,1311,09
3V4KA,original,2319,09
3RPCA,predicted,43,09
3Q4OA,predicted,5,09
3S6JE,original,8314,09
3QAPA,original,3459,09
3PFBA,original,2638,09
3QW9A,original,1571,09
3PQCA,original,15712,09
3SU6A,original,3372,09
3QW9A,predicted,33,09
3RZNA,predicted,256,09
3S6JE,predicted,710,09
3V6GA,original,5956,09
3R7AA,original,8942,09
3VAAA,predicted,788,09
3PYWA,predicted,297,09
3R7AA,predicted,231,09
3RZNA,original,2812,09
3QAVA,predicted,78,09
3V6GA,predicted,2,09
3TA6A,predicted,1098,09
3TQUA,original,14326,09
3QNMA,original,6931,09
3UCEA,original,8896,09
3VRDA,original,8810,09
3QWNA,original,473,09
3SU6A,predicted,416,09
3QAPA,predicted,2,09
3PFBA,predicted,16,09
3P6BA,original,997,09
3UITA,predicted,92,09
3TJ7A,original,3084,09
3QWNA,predicted,84,09
3RKGA,predicted,14,09
3VAAA,original,12000,09
3STYA,original,4471,09
3V4KA,predicted,137,09
3QNMA,predicted,440,09
3QAVA,original,9305,09
3TADC,original,6391,09
3TJ7A,predicted,3,09
3PYWA,original,8833,09
3P6BA,predicted,32,09
3PQCA,predicted,360,09
3TADC,predicted,775,09
3RWXA,original,202,09
3RWXA,predicted,42,09
3TA6A,original,15835,09
3TNLA,predicted,824,09
3UITA,original,1736,09
3VGZA,original,1363,09
3TL8A,predicted,1457,09
3RKGA,original,2461,09
3TGLA,original,10012,09
3QNSA,original,8276,09
3TNLA,original,10629,09
3SOCA,predicted,42,09
3RPCA,original,3680,09
3QH4A,predicted,1042,09
3T4XA,original,12914,09
3VC1A,original,1673,09
3UFIA,predicted,54,09
3PRNA,predicted,50,09
3TGLA,predicted,40,09
3UFIA,original,797,09
3VSJA,original,1143,09
3SY6A,original,213,09
3SIHA,predicted,119,09
3TEFA,original,4376,09
3R5TA,predicted,204,09
3VAVH,original,13525,09
3SOCA,original,8100,09
3R5TA,original,1972,09
3RFTA,predicted,359,09
3UF6A,original,8741,09
3P4GA,predicted,2,09
3TL8A,original,17748,09
3PRNA,original,756,09
3VAVH,predicted,2842,09
3TMGA,predicted,68,09
3RFTA,original,8668,09
3RLGA,predicted,478,09
3TDHC,predicted,486,09
3P8KA,original,8044,09
3P8KA,predicted,265,09
3SY6A,predicted,53,09
3RLGA,original,1593,09
3TEFA,predicted,412,09
3P4GA,original,951,09
3T4XA,predicted,654,09
3VGZA,predicted,303,09
3SIHA,original,6600,09
3VC1A,predicted,188,09
3UF6A,predicted,10,09
3UP6B,predicted,17,09
3TMGA,original,6584,09
3VSJA,predicted,131,09
3QNSA,predicted,87,09
3QH4A,original,11937,09
3TDHC,original,4185,09
3PDIA,original,4461,09
3VIIA,original,17391,09
3RQ1A,original,1685,09
3QLIA,predicted,1379,09
3UP6B,original,111,09
3SSOA,predicted,79,09
3TY4A,predicted,1712,09
3VAXA,predicted,28,09
3R6NA,original,2296,09
3SSOA,original,9440,09
3QWWA,original,12981,09
3VIIA,predicted,1394,09
3RPWA,original,6665,09
3QWWA,predicted,249,09
3QUFA,predicted,111,09
3RQ1A,predicted,69,09
3T3PB,predicted,29,09
3TX8A,original,6234,09
3R6NA,predicted,33,09
3STPA,original,11339,09
3T6SA,original,2227,09
3PDIA,predicted,38,09
3SGHA,original,6015,09
3QUFA,original,1359,09
3RPWA,predicted,155,09
3TY4A,original,16439,09
3SNXA,original,2660,09
3TX8A,predicted,105,09
3TFJA,predicted,191,09
3SCYA,predicted,862,09
3STPA,predicted,429,09
3PDXA,original,10285,09
3PDXA,predicted,102,09
3T7VA,original,3170,09
3SCYA,original,9925,09
3SNXA,predicted,354,09
3VAXA,original,17791,09
3T7VA,predicted,45,09
3T3PB,original,4200,09
3QLIA,original,11499,09
3SGHA,predicted,7,09
3T6SA,predicted,57,09
3TFJA,original,7905,09
3UFBA,original,13126,09
3UFBA,predicted,708,09
3RKOC,original,13682,09
3RKOC,predicted,21,09
3UCPA,original,1436,09
3UCPA,predicted,483,09
