name,seq_type,num_of_seqs,batch_number
4LTTA,predicted,2,11
4J42A,original,1982,11
4NOFA,original,2556,11
4MCTA,original,7485,11
4GR6A,original,1203,11
4L5EA,original,17726,11
4HL9A,predicted,40,11
4LRVA,original,573,11
4JHDC,original,631,11
4JHDC,predicted,2,11
4I0XB,predicted,2,11
4GR6A,predicted,2,11
4IRVE,original,61,11
4MAKA,original,3863,11
4JCYA,predicted,2289,11
4HL9A,original,6326,11
4GDOA,original,315,11
4JCYA,original,9392,11
4MT8A,original,18171,11
4GDOA,predicted,2,11
4I0XB,original,2148,11
4NG2E,predicted,2,11
4NG2E,original,428,11
4HLYA,predicted,2,11
4L5EA,predicted,2,11
4K12A,original,7710,11
4K12A,predicted,2968,11
4MAKA,predicted,2072,11
4J42A,predicted,2,11
4MZ3A,predicted,386,11
4HLYA,original,494,11
4IRVE,predicted,2,11
4MCTA,predicted,2843,11
4LTTA,original,7908,11
4JP6A,predicted,309,11
4LRVA,predicted,2,11
4HFKB,original,347,11
4LGOA,predicted,2540,11
4MT8A,predicted,8277,11
4LUQC,predicted,320,11
4N8NA,original,3229,11
4HFKB,predicted,19,11
4N8NA,predicted,724,11
4MO1A,original,3039,11
4GLTA,predicted,88,11
4HBZA,predicted,117,11
4NOFA,predicted,2352,11
4NJHA,predicted,520,11
4HI4A,original,8301,11
4HJIA,predicted,2,11
4HBZA,original,10249,11
4HI4A,predicted,329,11
4NF1A,original,3681,11
4JZUA,original,7860,11
4L8PA,predicted,43,11
4J8EA,original,8998,11
4L3RA,predicted,3,11
4HSPA,predicted,1218,11
4GQZB,original,1936,11
4HKUA,predicted,610,11
4J8EA,predicted,4679,11
4LGOA,original,10546,11
4ID2A,original,1065,11
4L3RA,original,362,11
4HSPA,original,6265,11
4MZ3A,original,1661,11
4NJHA,original,11639,11
4NNGA,predicted,2667,11
4HKUA,original,5127,11
4HJIA,original,446,11
4JP6A,original,3858,11
4NKJA,predicted,2,11
4L8PA,original,6492,11
4GT8A,predicted,1029,11
4NNGA,original,17272,11
4GQZB,predicted,200,11
4H8WC,predicted,470,11
4LUQC,original,153,11
4IOBA,predicted,185,11
4ID2A,predicted,242,11
4JJ0A,original,7111,11
4NKJA,original,666,11
4IOBA,original,22882,11
4JJ0A,predicted,3803,11
4NF1A,predicted,301,11
4JZUA,predicted,1498,11
4GT8A,original,8733,11
4MTMA,predicted,360,11
4MO1A,predicted,2,11
4H8WC,original,3001,11
4MI8A,predicted,2,11
4MTMA,original,1629,11
4GLTA,original,9034,11
4MI8A,original,7,11
4IC1D,predicted,5,11
4L1JA,original,9467,11
4L1JA,predicted,90,11
4KWAA,original,5873,11
4KWAA,predicted,1062,11
4IC1D,original,1472,11
4GGMX,predicted,445,11
4NQID,original,53,11
4N01A,original,4262,11
4MKOA,original,143,11
4IS3A,predicted,425,11
4NDOB,original,2847,11
4M9PA,original,6457,11
4NDOA,predicted,299,11
4I3FA,original,4985,11
4K29A,original,11867,11
4NF9A,original,764,11
4KD5A,original,9653,11
4JEJA,original,6835,11
4GGMX,original,7778,11
4MKOA,predicted,133,11
4INZA,original,10483,11
4NF9A,predicted,63,11
4JE0A,predicted,6,11
4KNVA,predicted,292,11
4NHBB,predicted,158,11
4NQID,predicted,21,11
4HZEA,original,11445,11
4K29A,predicted,330,11
4MUDA,original,1127,11
4GKHA,predicted,55,11
4L8KA,predicted,268,11
4GKHA,original,3473,11
4I6KA,predicted,249,11
4I3FA,predicted,131,11
4M05A,predicted,2,11
4NDOA,original,2286,11
4IS3A,original,11365,11
4LE7A,predicted,1053,11
4KD5A,predicted,281,11
4I6KA,original,6255,11
4IU3B,original,230,11
4IU3B,predicted,17,11
4NHBB,original,5479,11
4NDOB,predicted,330,11
4MUDA,predicted,6,11
4JEJA,predicted,2199,11
4KNVA,original,5607,11
4HZEA,predicted,986,11
4NBRA,original,11387,11
4INZA,predicted,822,11
4M05A,original,1883,11
4LURA,predicted,409,11
4LE7A,original,6896,11
4NBRA,predicted,161,11
4M9PA,predicted,1160,11
4N01A,predicted,109,11
4JOQA,original,5612,11
4JOQA,predicted,297,11
4H19A,original,10442,11
4LURA,original,5733,11
4INEA,original,5291,11
4GXWA,original,6199,11
4H19A,predicted,67,11
4LNIA,predicted,1300,11
4JE0A,original,768,11
4J94A,predicted,2018,11
4L8JA,predicted,1071,11
4N06A,predicted,22,11
4GDIA,original,640,11
4J1OA,predicted,791,11
4I6VA,original,1587,11
4H5IA,original,1677,11
4I6VA,predicted,36,11
4J9TA,original,9924,11
4J1OA,original,6061,11
4L8KA,original,4697,11
4NK6A,original,1481,11
4J9TA,predicted,188,11
4HTEA,original,40,11
4HTEA,predicted,5,11
4H5IA,predicted,312,11
4LW2A,predicted,107,11
4H0OB,original,9531,11
4H8AA,predicted,1388,11
4J94A,original,13206,11
4LW2A,original,14129,11
4HUZA,original,7912,11
4MEWA,predicted,155,11
4GDIA,predicted,15,11
4H8AA,original,8898,11
4INEA,predicted,37,11
4N06A,original,6484,11
4MEWA,original,4464,11
4IMIA,original,1187,11
4GXWA,predicted,338,11
4LNIA,original,17080,11
4HUZA,predicted,1032,11
4H0OB,predicted,204,11
4IMIA,predicted,71,11
4NK6A,predicted,20,11
4L8JA,original,7784,11
4MT4A,original,5268,11
4MT4A,predicted,36,11
4KXVA,original,22006,11
4KXVA,predicted,492,11
