name,seq_type,num_of_seqs,batch_number
6LAEA,original,3148,17
6SEIB,predicted,582,17
6LMJA,original,6928,17
6L7RB,original,1760,17
6SEIB,original,890,17
6MAAA,predicted,6197,17
6OF8A,predicted,258,17
6N7OA,original,13,17
6KYTC,original,2673,17
6RO0D,predicted,36,17
6P20D,predicted,1547,17
6LAEA,predicted,567,17
6OP8B,original,628,17
6M6UB,predicted,2,17
6LMJA,predicted,2,17
6OP8B,predicted,2,17
6M6UF,original,7406,17
6SIGA,predicted,2,17
6RMVB,original,2973,17
6RMVB,predicted,2,17
6KYTC,predicted,2,17
6O2VA,predicted,345,17
6LUOA,predicted,300,17
6P1EA,predicted,100,17
6P20D,original,1812,17
6R6MA,predicted,2,17
6N7OA,predicted,2,17
6PXZB,predicted,407,17
6PXZB,original,1637,17
6MAAA,original,8361,17
6P1EA,original,6367,17
6Q00A,predicted,6683,17
6RO0D,original,9,17
6L7RB,predicted,1632,17
6SIGA,original,108,17
6LUOA,original,4863,17
6RHFA,original,14612,17
6Q00A,original,21229,17
6RHFA,predicted,5528,17
6OK1B,predicted,3173,17
6R6MA,original,51,17
6M6UF,predicted,295,17
6NEYA,original,588,17
6NKOA,predicted,794,17
6NEYA,predicted,2,17
6SGFA,original,205,17
6SGFA,predicted,53,17
6M14A,original,2454,17
6P8OB,original,617,17
6PUQA,predicted,331,17
6OJFA,predicted,13,17
6PNPA,predicted,128,17
6P8OB,predicted,93,17
6OVMR,predicted,138,17
6OF8A,original,2379,17
6R45A,predicted,90,17
6OK1B,original,12864,17
6S5FA,predicted,199,17
6MGPB,predicted,34,17
6MYDA,predicted,95,17
6S5FA,original,16710,17
6NJCA,original,8830,17
6M6UB,original,5211,17
6OZBC,original,8620,17
6MYDA,original,4034,17
6P59A,predicted,56,17
6SLLA,predicted,22,17
6OVMR,original,8781,17
6O2VA,original,2343,17
6P59A,original,1133,17
6O6OA,predicted,1158,17
6Q3VA,original,1153,17
6NKOA,original,12884,17
6PX4B,predicted,199,17
6LIYA,original,616,17
6PUQA,original,1232,17
6MQ5A,predicted,32,17
6ON1A,predicted,2,17
6R0RA,original,2886,17
6O6OA,original,12037,17
6Q3VA,predicted,2,17
6NJCA,predicted,1040,17
6PX4B,original,121,17
6LIYA,predicted,184,17
6OJFA,original,6843,17
6OZBC,predicted,188,17
6LYNC,original,2409,17
6MQ5A,original,1276,17
6SLLA,original,4842,17
6SIRA,original,12349,17
6ON1A,original,2429,17
6R0RA,predicted,101,17
6SIRA,predicted,323,17
6M14A,predicted,92,17
6MGPB,original,207,17
6LYNC,predicted,247,17
6PNPA,original,3866,17
6NVXA,original,11039,17
6NVXA,predicted,907,17
6R45A,original,1726,17
6PZJA,original,3501,17
6RTWA,original,1392,17
6NPCA,original,8485,17
6MALA,predicted,107,17
6PI6A,predicted,1127,17
6NKHA,predicted,311,17
6NNRA,predicted,891,17
6PYZA,original,7695,17
6SFHA,original,3317,17
6QO9A,original,3729,17
6Q27A,predicted,99,17
6RUXA,predicted,23,17
6OXJA,predicted,61,17
6N2NB,predicted,439,17
6NKHA,original,4274,17
6N2NB,original,12414,17
6SJ8A,predicted,115,17
6R5HA,predicted,188,17
6KWAA,original,8437,17
6PKHA,predicted,16,17
6RTWA,predicted,156,17
6Q27A,original,4123,17
6MALA,original,8008,17
6LGVA,original,9453,17
6SFHA,predicted,37,17
6NNRA,original,16690,17
6PZJA,predicted,30,17
6R6KA,original,4390,17
6Q64A,predicted,70,17
6PI6A,original,10950,17
6L25A,original,14021,17
6SJ8A,original,1480,17
6PT8A,original,2214,17
6OXJA,original,2888,17
6LGVA,predicted,42,17
6PKHA,original,4023,17
6N2BA,predicted,57,17
6MEIC,original,2762,17
6Q64A,original,1238,17
6QHJA,original,4136,17
6QHJA,predicted,133,17
6LJHA,predicted,314,17
6L25A,predicted,1465,17
6QO9A,predicted,2,17
6PT8A,predicted,131,17
6MEIC,predicted,1646,17
6R5HA,original,10850,17
6NPCA,predicted,129,17
6KWAA,predicted,860,17
6R6KA,predicted,215,17
6O0AA,predicted,1503,17
6S7JA,predicted,836,17
6PYZA,predicted,25,17
6N2BA,original,27,17
6RUXA,original,828,17
6PVJA,predicted,216,17
6SD8A,predicted,44,17
6LJHA,original,11343,17
6O9NA,original,16299,17
6SD8A,original,9414,17
6RIME,original,7,17
6R6UA,predicted,301,17
6NRZA,original,19022,17
6O0AA,original,9028,17
6M4EA,original,13413,17
6LCEA,predicted,97,17
6NFFA,predicted,11,17
6OUXA,original,2824,17
6RL5A,predicted,265,17
6L8XA,predicted,140,17
6LPNA,original,12596,17
6NRZA,predicted,2114,17
6LCEA,original,1900,17
6QPSA,original,4315,17
6PT4A,original,12932,17
6LGIA,predicted,3984,17
6OIBA,original,8718,17
6RIME,predicted,14,17
6S7JA,original,10766,17
6R1MB,original,19724,17
6R1MB,predicted,3629,17
6L8XA,original,9137,17
6R6UA,original,5345,17
6PT4A,predicted,284,17
6OUXA,predicted,33,17
6LQLA,predicted,2973,17
6NZ4A,predicted,31,17
6O9NA,predicted,1455,17
6PVJA,original,4402,17
6RL5A,original,12454,17
6M4EA,predicted,518,17
6NZ4A,original,4416,17
6PD2A,predicted,340,17
6LPNA,predicted,480,17
6OIBA,predicted,601,17
6LQLA,original,10929,17
6QPSA,predicted,482,17
6LGIA,original,15406,17
6PD2A,original,6567,17
6NFFA,original,3014,17
