name,seq_type,num_of_seqs,batch_number
2H8NA,predicted,2,04
2EK0A,predicted,797,04
2NR5C,original,12,04
2FO3A,original,8495,04
2I9AA,predicted,10688,04
2IYGA,predicted,100,04
2GBOA,original,960,04
2GPEA,original,5101,04
2HIPA,predicted,6824,04
2GBOA,predicted,2,04
2EK1A,original,7413,04
2NZCA,predicted,184,04
2F6MA,original,2392,04
2F6MA,predicted,2,04
2G7OA,predicted,2,04
2HUEC,original,4857,04
2HFGR,original,166,04
2H4OA,original,208,04
2H3LA,predicted,2819,04
2EQ7C,original,17883,04
2HIPA,original,4082,04
2EK0A,original,3822,04
2HJMA,predicted,12,04
2EQ7C,predicted,2,04
2G7OA,original,244,04
2H3LA,original,7765,04
2NZCA,original,2700,04
2FRGP,original,4547,04
2GPEA,predicted,2,04
2FDNA,original,17097,04
2FDNA,predicted,2364,04
2H4OA,predicted,2,04
2NR5C,predicted,2,04
2IYGA,original,6872,04
2HFGR,predicted,3,04
2EK1A,predicted,313,04
2FRGP,predicted,264,04
2H8NA,original,978,04
2FO3A,predicted,3584,04
2I9AA,original,11056,04
2HUEC,predicted,2093,04
2HTDA,predicted,169,04
2HJMA,original,73,04
2MCMA,original,4706,04
2IZVA,predicted,140,04
2IIHA,predicted,143,04
2MCMA,predicted,667,04
2HU9A,predicted,119,04
2F0CA,original,575,04
2GECA,original,456,04
2JK1A,predicted,4920,04
2IG6A,predicted,2,04
2JJVB,original,5889,04
2FZPA,predicted,39,04
2O5FB,predicted,20,04
2JJVB,predicted,2091,04
2G6ZA,original,9390,04
2I39A,original,148,04
2IIHA,original,11029,04
2HR2A,predicted,8,04
2I39A,predicted,11,04
2HU9A,original,2758,04
2FR5A,original,13647,04
2FLDA,predicted,117,04
2I9CA,original,645,04
2HX0A,predicted,45,04
2ETHA,predicted,837,04
2FG1A,original,4198,04
2HEWF,original,210,04
2HY5A,original,3505,04
2FZPA,original,451,04
2I9CA,predicted,51,04
2IB0A,predicted,2,04
2HEWF,predicted,57,04
2HY5A,predicted,160,04
2F0CA,predicted,161,04
2HX0A,original,5076,04
2IB0A,original,4040,04
2NS9A,predicted,152,04
2HTDA,original,4781,04
2OOKA,predicted,2,04
2NS9A,original,6752,04
2ETHA,original,6619,04
2FG1A,predicted,82,04
2HY5B,predicted,29,04
2FR5A,predicted,1718,04
2JK1A,original,12145,04
2IG6A,original,2680,04
2FLDA,original,750,04
2HY5B,original,3288,04
2GECA,predicted,227,04
2H88C,predicted,2,04
2G6ZA,predicted,1026,04
2OOKA,original,6298,04
2HR2A,original,1421,04
2H88C,original,8138,04
2FE7B,predicted,2114,04
2H5CA,predicted,95,04
2H56A,predicted,166,04
2O5FB,original,3999,04
2EZVB,predicted,101,04
2FBYA,original,7827,04
2OF3A,original,1547,04
2IZVA,original,4635,04
2HI0A,predicted,100,04
2ED6A,predicted,1741,04
2GS5A,original,6592,04
2GUHA,predicted,1224,04
2HALA,original,136,04
2EJ9A,predicted,184,04
2FE7B,original,13383,04
2ED6A,original,8,04
2HBWA,original,11833,04
2JJ7B,original,6814,04
2H5CA,original,7324,04
2HBWA,predicted,429,04
2I6HA,original,11867,04
2IXEA,predicted,2386,04
2J3WB,original,2588,04
2I53A,predicted,765,04
2GUHA,original,9607,04
2O55A,predicted,27,04
2G3TA,predicted,58,04
2J4JF,original,3790,04
2O99B,predicted,59,04
2FBYA,predicted,55,04
2G6YA,original,222,04
2I88A,original,581,04
2J4JF,predicted,93,04
2I6HA,predicted,15,04
2JJ7B,predicted,799,04
2HDOA,predicted,218,04
2HI0A,original,8270,04
2J3WB,predicted,26,04
2EJ9A,original,8627,04
2GS5A,predicted,721,04
2OF3A,predicted,38,04
2I88A,predicted,26,04
2GBWB,original,4861,04
2G6YA,predicted,9,04
2G3TA,original,9197,04
2HDOA,original,5497,04
2H56A,original,8463,04
2O99B,original,8821,04
2IXEA,original,17885,04
2GBWB,predicted,33,04
2EZVB,original,213,04
2HALA,predicted,12,04
2EFEA,original,4337,04
2EFEA,predicted,47,04
2IEEA,original,8489,04
2IEEA,predicted,299,04
2ETVA,predicted,313,04
2I53A,original,6430,04
2J3XA,original,378,04
2ODLA,original,9968,04
2O55A,original,8266,04
2GQWA,original,12466,04
2HFSA,original,4978,04
2J45A,original,18085,04
2NQLA,predicted,142,04
2ETVA,original,4050,04
2O57A,original,2783,04
2NQLA,original,5789,04
2GFQA,original,3215,04
2GKEA,original,13691,04
2FYUB,original,4480,04
2O57A,predicted,201,04
2GFQA,predicted,7,04
2GDQA,predicted,146,04
2GJLA,original,14166,04
2H6FB,original,6897,04
2J6VA,original,6441,04
2J45A,predicted,2245,04
2GQWA,predicted,892,04
2GDQA,original,4797,04
2GKEA,predicted,1242,04
2HQYA,predicted,299,04
2H4QA,original,12645,04
2IW1A,predicted,118,04
2FYUB,predicted,34,04
2J1PB,predicted,351,04
2IMQX,original,6387,04
2IMQX,predicted,54,04
2ODLA,predicted,640,04
2J6VA,predicted,107,04
2HFSA,predicted,216,04
2H6FB,predicted,170,04
2J1PB,original,16638,04
2IW1A,original,2651,04
2GNOA,original,2774,04
2GNOA,predicted,6,04
2HQYA,original,5379,04
2GJLA,predicted,2849,04
2H4QA,predicted,42,04
2J3XA,predicted,5,04
2JISB,original,14223,04
2JISB,predicted,714,04
