name,seq_type,num_of_seqs,batch_number
1XL3C,predicted,2,03
2BWFA,original,8149,03
2BV2A,original,7149,03
1XAUA,original,1189,03
2CLYC,predicted,2,03
1YBZA,original,8808,03
2B1YA,predicted,81,03
1WHIA,predicted,1807,03
1XAUA,predicted,157,03
2BH1X,original,1010,03
2C3VA,predicted,1326,03
1WWCA,original,5115,03
2BJDA,original,14875,03
2CA5A,original,713,03
2BV2A,predicted,979,03
1WOCA,original,2507,03
1XW3A,predicted,1143,03
2DSRG,original,8558,03
2DSRG,predicted,2866,03
1X3XA,predicted,3349,03
1Y0UA,predicted,73,03
2C3VA,original,5177,03
2CLYC,original,2386,03
1YBZA,predicted,2,03
2BWFA,predicted,1354,03
1XMTA,original,7315,03
1Y0UA,original,7127,03
2BJDA,predicted,3009,03
2BQ4A,original,7897,03
1XAKA,original,4190,03
1XW3A,original,2960,03
1XAKA,predicted,2,03
1XBIA,predicted,6426,03
1X3XA,original,12864,03
1XL3C,original,388,03
1YJDC,original,943,03
2CA5A,predicted,2,03
2BH1X,predicted,2,03
1WHIA,original,13028,03
2B1YA,original,1927,03
2BQ4A,predicted,2,03
1XMTA,predicted,1837,03
1WWCA,predicted,2597,03
1YJDC,predicted,237,03
1WOCA,predicted,131,03
1WN2A,original,10489,03
1WN2A,predicted,773,03
2AUWA,original,3272,03
1XBIA,original,9461,03
2ASFA,predicted,1578,03
1Z1YA,original,8993,03
2D37A,original,7512,03
1YB3A,predicted,2,03
1X9FC,original,999,03
2AUWA,predicted,29,03
2AQ6A,predicted,293,03
1Z1YA,predicted,3373,03
1XUVA,original,12408,03
1WURA,original,15728,03
1WSUA,original,6929,03
1X9FC,predicted,2,03
2AQ6A,original,9643,03
1XZPB,predicted,382,03
1VSRA,original,14135,03
1Z6MA,predicted,445,03
1ZHVA,predicted,246,03
1XUVA,predicted,652,03
2CG4A,predicted,716,03
1YDGA,predicted,148,03
1WSUA,predicted,105,03
1VIVA,original,5624,03
2CG4A,original,8326,03
1VCDA,original,10718,03
2E9XB,original,2884,03
2D37A,predicted,321,03
1VIVA,predicted,71,03
1XZPB,original,13513,03
2E8EA,original,6383,03
2E8EA,predicted,193,03
1ZHVA,original,7505,03
1YZ7A,original,2052,03
2ASFA,original,7011,03
1VP2A,predicted,114,03
1VSRA,predicted,78,03
2E9XB,predicted,564,03
2DT4A,original,6701,03
1YZ7A,predicted,28,03
1Z6MA,original,4071,03
1VCDA,predicted,6610,03
1YB3A,original,111,03
1WURA,predicted,2002,03
2DT4A,predicted,65,03
1VRAA,predicted,475,03
1VP2A,original,12271,03
1VRAA,original,10118,03
1XVPB,predicted,2,03
1XWIA,predicted,3302,03
1YDGA,original,9431,03
1WDYA,original,8752,03
1WTEA,predicted,50,03
2C4EA,original,7754,03
1XWDC,predicted,136,03
1Y6KR,original,765,03
2B4QA,predicted,2495,03
1W5RA,predicted,17,03
2B82A,original,1582,03
2B82A,predicted,311,03
1VE3B,original,9638,03
1XVPB,original,2068,03
1YRBA,predicted,632,03
1ZC6A,original,6892,03
1Y6KR,predicted,49,03
1WDYA,predicted,1093,03
2CVHA,original,12780,03
2CVHA,predicted,1989,03
1VCVA,predicted,450,03
1XWDC,original,2384,03
1XL3B,original,122,03
1ZOIA,predicted,619,03
1VHTA,predicted,2549,03
2CBZA,predicted,2789,03
1XL4A,original,12599,03
1WMWA,predicted,77,03
1XL3B,predicted,2,03
1ZOIA,original,13167,03
2DFJA,predicted,424,03
1WF3A,original,17045,03
2DFJA,original,10524,03
1ZC6A,predicted,183,03
1YRBA,original,4633,03
1W5RA,original,9871,03
2C4EA,predicted,346,03
1VE3B,predicted,215,03
1VHTA,original,15300,03
2B4QA,original,16560,03
1WTEA,original,94,03
1XEAA,predicted,10,03
1VPAA,predicted,82,03
2CBZA,original,17529,03
1ZI8A,predicted,1561,03
1YB5A,predicted,1790,03
1W2WA,predicted,260,03
2B81A,predicted,29,03
1VPAA,original,9684,03
1VCVA,original,8019,03
1ZI8A,original,8634,03
1WF3A,predicted,2006,03
1W2WA,original,7644,03
1VMIA,predicted,605,03
1XL4A,predicted,21,03
1XEAA,original,3421,03
2C78A,original,24335,03
2B81A,original,6396,03
2DRWA,predicted,74,03
1XWIA,original,23485,03
1W2TA,original,11272,03
1W96C,original,14069,03
1YB5A,original,12092,03
2C0CA,original,11268,03
2E8YA,predicted,66,03
1WMWA,original,7069,03
2BO4A,predicted,35,03
1YLOA,predicted,40,03
1X3LA,predicted,633,03
2C5AA,original,9460,03
1YQTA,original,11795,03
1WMDA,original,14470,03
1VMIA,original,12757,03
1VB3A,original,11507,03
1YQTA,predicted,145,03
1ZVDA,original,13019,03
2CXNA,original,13407,03
1WPWA,original,16999,03
2DRWA,original,9293,03
1ZHXA,original,4004,03
1X3LA,original,12063,03
1WN1A,original,12043,03
1ZVDA,predicted,254,03
2AGSA,original,4322,03
2C1VA,original,15692,03
1ZHXA,predicted,20,03
1YLOA,original,7275,03
1WPWA,predicted,836,03
1WMDA,predicted,782,03
2C0CA,predicted,388,03
1Z7XW,original,8524,03
2BO4A,original,181,03
1VB3A,predicted,1013,03
1W96C,predicted,637,03
2C1VA,predicted,287,03
2AGSA,predicted,23,03
1W2TA,predicted,278,03
2CXNA,predicted,676,03
1WN1A,predicted,204,03
2C5AA,predicted,327,03
2C78A,predicted,1899,03
1Z7XW,predicted,672,03
1YO8A,original,18455,03
1YO8A,predicted,5747,03
2E8YA,original,12696,03
